date,datetime,day_index,hour,rented_bike_count,temperature,humidity,wind_speed,visibility,dew_point_temperature,solar_radiation,rainfall,snowfall,season,holiday,functioning_day
2017-12-06,2017-12-06T02:00:00Z,6,2,117,-3,79,0,1862,-6.1,0,0,0.4,Winter,No Holiday,Yes
2017-12-06,2017-12-06T03:00:00Z,6,3,78,-3.2,78,0,1808,-6.4,0,0.2,0.4,Winter,No Holiday,Yes
2017-12-06,2017-12-06T04:00:00Z,6,4,58,-3.4,75,0,1982,-7.2,0,0,0.4,Winter,No Holiday,Yes
2017-12-06,2017-12-06T05:00:00Z,6,5,87,-3.6,76,0,1934,-7.2,0,0,0.4,Winter,No Holiday,Yes
2017-12-06,2017-12-06T06:00:00Z,6,6,142,-3.7,76,0,1864,-7.3,0,0,0.4,Winter,No Holiday,Yes
2017-12-06,2017-12-06T07:00:00Z,6,7,379,-4.2,77,0,1741,-7.6,0,0,0.3,Winter,No Holiday,Yes
2017-12-06,2017-12-06T08:00:00Z,6,8,802,-4.2,78,0,1518,-7.4,0.01,0,0.2,Winter,No Holiday,Yes
2017-12-06,2017-12-06T09:00:00Z,6,9,440,-3.3,70,0,1324,-7.9,0.25,0,0.2,Winter,No Holiday,Yes
2017-12-06,2017-12-06T10:00:00Z,6,10,307,-0.9,64,0,1224,-6.8,0.63,0,0.2,Winter,No Holiday,Yes
2017-12-06,2017-12-06T11:00:00Z,6,11,381,1.6,57,1.2,1261,-6,0.93,0,0,Winter,No Holiday,Yes
2017-12-06,2017-12-06T12:00:00Z,6,12,405,2.4,52,0.9,1224,-6.4,1.08,0,0,Winter,No Holiday,Yes
2017-12-06,2017-12-06T13:00:00Z,6,13,442,4.2,47,1.1,1469,-6.1,1.1,0,0,Winter,No Holiday,Yes
2017-12-06,2017-12-06T14:00:00Z,6,14,416,5.5,34,1,1966,-9.1,0.96,0,0,Winter,No Holiday,Yes
2017-12-06,2017-12-06T15:00:00Z,6,15,412,5.5,31,3.1,1968,-10.3,0.72,0,0,Winter,No Holiday,Yes
2017-12-06,2017-12-06T16:00:00Z,6,16,496,5.3,37,2.9,2000,-8.2,0.36,0,0,Winter,No Holiday,Yes
2017-12-06,2017-12-06T17:00:00Z,6,17,239,4.1,60,2.5,1565,-2.9,0.1,0,0,Winter,No Holiday,Yes
2017-12-06,2017-12-06T18:00:00Z,6,18,204,1.7,90,1,66,0.2,0,0.3,0.3,Winter,No Holiday,Yes
2017-12-06,2017-12-06T19:00:00Z,6,19,205,1.2,92,0.7,180,0,0,0,1,Winter,No Holiday,Yes
2017-12-06,2017-12-06T20:00:00Z,6,20,190,1.2,94,0.6,228,0.3,0,0,1,Winter,No Holiday,Yes
2017-12-06,2017-12-06T21:00:00Z,6,21,165,1.1,92,0.5,235,0,0,0.7,1,Winter,No Holiday,Yes
2017-12-06,2017-12-06T22:00:00Z,6,22,222,1.3,92,0.6,233,0.1,0,0,1,Winter,No Holiday,Yes
2017-12-06,2017-12-06T23:00:00Z,6,23,193,1.3,92,0.6,209,0.1,0,0,1,Winter,No Holiday,Yes
2017-12-07,2017-12-07T00:00:00Z,7,0,198,1.4,92,0.5,240,0.2,0,0,0.9,Winter,No Holiday,Yes
2017-12-07,2017-12-07T01:00:00Z,7,1,218,1.5,92,0.4,227,0.3,0,0,0.9,Winter,No Holiday,Yes
2017-12-07,2017-12-07T02:00:00Z,7,2,149,1.4,92,0.7,168,0.2,0,0,0.9,Winter,No Holiday,Yes
2017-12-07,2017-12-07T03:00:00Z,7,3,102,1.9,91,1.4,218,0.5,0,0,0.9,Winter,No Holiday,Yes
2017-12-07,2017-12-07T04:00:00Z,7,4,62,1.6,92,0.7,119,0.4,0,0,0.9,Winter,No Holiday,Yes
2017-12-07,2017-12-07T05:00:00Z,7,5,83,1.5,92,1.1,175,0.3,0,0,0.9,Winter,No Holiday,Yes
2017-12-07,2017-12-07T06:00:00Z,7,6,137,1,93,0.5,148,0,0,0,0.9,Winter,No Holiday,Yes
2017-12-07,2017-12-07T07:00:00Z,7,7,367,0.3,93,0.5,173,-0.7,0,0,0.9,Winter,No Holiday,Yes
2017-12-07,2017-12-07T08:00:00Z,7,8,754,-0.2,96,0.8,173,-0.7,0.01,0,0.8,Winter,No Holiday,Yes
2017-12-07,2017-12-07T09:00:00Z,7,9,415,0.1,91,0.8,265,-1.1,0.14,0,0.8,Winter,No Holiday,Yes
2017-12-07,2017-12-07T10:00:00Z,7,10,321,1.1,83,0.7,311,-1.4,0.41,0,0.7,Winter,No Holiday,Yes
2017-12-07,2017-12-07T11:00:00Z,7,11,333,2.3,69,1.7,628,-2.8,0.63,0,0.6,Winter,No Holiday,Yes
2017-12-07,2017-12-07T12:00:00Z,7,12,431,3.7,65,2.4,833,-2.2,0.98,0,0.3,Winter,No Holiday,Yes
2017-12-07,2017-12-07T13:00:00Z,7,13,394,4.1,37,3.1,1767,-9.3,1.14,0,0,Winter,No Holiday,Yes
2017-12-07,2017-12-07T14:00:00Z,7,14,390,4.4,36,2.7,1975,-9.4,1.04,0,0,Winter,No Holiday,Yes
2017-12-07,2017-12-07T15:00:00Z,7,15,430,4,35,3.1,1962,-10.1,0.84,0,0,Winter,No Holiday,Yes
2017-12-07,2017-12-07T16:00:00Z,7,16,471,3.2,38,2.9,1817,-9.7,0.51,0,0,Winter,No Holiday,Yes
2017-12-07,2017-12-07T17:00:00Z,7,17,552,2.1,50,2,1434,-7.2,0.15,0,0,Winter,No Holiday,Yes
2017-12-07,2017-12-07T18:00:00Z,7,18,795,0.7,46,2.7,1558,-9.6,0,0,0,Winter,No Holiday,Yes
2017-12-07,2017-12-07T19:00:00Z,7,19,507,-0.4,47,2.5,1269,-10.3,0,0,0,Winter,No Holiday,Yes
2017-12-07,2017-12-07T20:00:00Z,7,20,390,-1.4,47,2.5,1620,-11.2,0,0,0,Winter,No Holiday,Yes
2017-12-07,2017-12-07T21:00:00Z,7,21,402,-2.2,46,2.2,1975,-12.2,0,0,0,Winter,No Holiday,Yes
2017-12-07,2017-12-07T22:00:00Z,7,22,389,-2.7,48,2.6,1844,-12.2,0,0,0,Winter,No Holiday,Yes
2017-12-07,2017-12-07T23:00:00Z,7,23,259,-3.2,50,2.1,1887,-12.1,0,0,0,Winter,No Holiday,Yes
2017-12-08,2017-12-08T00:00:00Z,8,0,233,-3.5,49,2.6,1893,-12.6,0,0,0,Winter,No Holiday,Yes
2017-12-08,2017-12-08T01:00:00Z,8,1,230,-3.7,50,2.5,1902,-12.6,0,0,0,Winter,No Holiday,Yes
2017-12-08,2017-12-08T02:00:00Z,8,2,131,-4.3,53,1,1918,-12.4,0,0,0,Winter,No Holiday,Yes
2017-12-08,2017-12-08T03:00:00Z,8,3,99,-4.8,52,1.6,1978,-13.1,0,0,0,Winter,No Holiday,Yes
2017-12-08,2017-12-08T04:00:00Z,8,4,71,-5.3,53,2.4,1936,-13.4,0,0,0,Winter,No Holiday,Yes
2017-12-08,2017-12-08T05:00:00Z,8,5,84,-5.8,56,2,1941,-13.1,0,0,0,Winter,No Holiday,Yes
2017-12-08,2017-12-08T06:00:00Z,8,6,158,-6,56,3.5,1853,-13.3,0,0,0,Winter,No Holiday,Yes
2017-12-08,2017-12-08T07:00:00Z,8,7,387,-6.5,57,0.8,1776,-13.6,0,0,0,Winter,No Holiday,Yes
2017-12-08,2017-12-08T08:00:00Z,8,8,780,-7,59,0.8,1559,-13.6,0.01,0,0,Winter,No Holiday,Yes
2017-12-08,2017-12-08T09:00:00Z,8,9,395,-6.7,50,0.9,1492,-15.4,0.23,0,0,Winter,No Holiday,Yes
2017-12-08,2017-12-08T10:00:00Z,8,10,261,-5.3,44,2.8,1516,-15.6,0.63,0,0,Winter,No Holiday,Yes
2017-12-08,2017-12-08T11:00:00Z,8,11,310,-3.7,39,1.4,1595,-15.6,0.93,0,0,Winter,No Holiday,Yes
2017-12-08,2017-12-08T12:00:00Z,8,12,355,-2,30,1.4,1728,-17.3,1.14,0,0,Winter,No Holiday,Yes
2017-12-08,2017-12-08T13:00:00Z,8,13,354,-1.7,28,1.8,1963,-17.8,1.22,0,0,Winter,No Holiday,Yes
2017-12-08,2017-12-08T14:00:00Z,8,14,350,-1.3,27,3.1,1906,-17.9,1.12,0,0,Winter,No Holiday,Yes
2017-12-08,2017-12-08T15:00:00Z,8,15,362,-0.8,26,3.3,1977,-17.9,0.87,0,0,Winter,No Holiday,Yes
2017-12-08,2017-12-08T16:00:00Z,8,16,401,-1.1,24,3.4,2000,-19.1,0.56,0,0,Winter,No Holiday,Yes
2017-12-08,2017-12-08T17:00:00Z,8,17,500,-2.4,30,2.7,2000,-17.6,0.18,0,0,Winter,No Holiday,Yes
2017-12-08,2017-12-08T18:00:00Z,8,18,752,-3.1,33,1.2,2000,-17.1,0,0,0,Winter,No Holiday,Yes
2017-12-08,2017-12-08T19:00:00Z,8,19,477,-3.3,35,1.1,2000,-16.6,0,0,0,Winter,No Holiday,Yes
2017-12-08,2017-12-08T20:00:00Z,8,20,384,-3.3,34,1.5,2000,-16.9,0,0,0,Winter,No Holiday,Yes
2017-12-08,2017-12-08T21:00:00Z,8,21,336,-3.3,35,0.5,2000,-16.6,0,0,0,Winter,No Holiday,Yes
2017-12-08,2017-12-08T22:00:00Z,8,22,347,-3.4,39,1.2,2000,-15.4,0,0,0,Winter,No Holiday,Yes
2017-12-08,2017-12-08T23:00:00Z,8,23,275,-3.5,43,0.9,2000,-14.3,0,0,0,Winter,No Holiday,Yes
2017-12-09,2017-12-09T00:00:00Z,9,0,267,-3.5,48,0.9,1967,-12.9,0,0,0,Winter,No Holiday,Yes
2017-12-09,2017-12-09T01:00:00Z,9,1,296,-4.1,49,0.6,2000,-13.2,0,0,0,Winter,No Holiday,Yes
2017-12-09,2017-12-09T02:00:00Z,9,2,237,-4.7,50,0.7,1983,-13.5,0,0,0,Winter,No Holiday,Yes
2017-12-09,2017-12-09T03:00:00Z,9,3,169,-4.3,47,0.6,1992,-13.9,0,0,0,Winter,No Holiday,Yes
2017-12-09,2017-12-09T04:00:00Z,9,4,96,-4.3,49,0.7,2000,-13.4,0,0,0,Winter,No Holiday,Yes
2017-12-09,2017-12-09T05:00:00Z,9,5,56,-4.7,49,0.8,1999,-13.8,0,0,0,Winter,No Holiday,Yes
2017-12-09,2017-12-09T06:00:00Z,9,6,76,-5.1,53,0.9,1975,-13.2,0,0,0,Winter,No Holiday,Yes
2017-12-09,2017-12-09T07:00:00Z,9,7,127,-5.5,56,0.8,1950,-12.9,0,0,0,Winter,No Holiday,Yes
2017-12-09,2017-12-09T08:00:00Z,9,8,222,-5.4,56,0.7,1940,-12.8,0.01,0,0,Winter,No Holiday,Yes
2017-12-09,2017-12-09T09:00:00Z,9,9,291,-4.7,48,1,1784,-14,0.23,0,0,Winter,No Holiday,Yes
2017-12-09,2017-12-09T10:00:00Z,9,10,273,-2.2,42,1.3,1646,-13.4,0.61,0,0,Winter,No Holiday,Yes
2017-12-09,2017-12-09T11:00:00Z,9,11,351,0,45,1.1,1500,-10.5,0.89,0,0,Winter,No Holiday,Yes
2017-12-09,2017-12-09T12:00:00Z,9,12,427,2.4,40,0.8,1809,-9.8,1.05,0,0,Winter,No Holiday,Yes
2017-12-09,2017-12-09T13:00:00Z,9,13,431,3.9,36,2,1702,-9.8,1.13,0,0,Winter,No Holiday,Yes
2017-12-09,2017-12-09T14:00:00Z,9,14,486,4.7,32,2.2,1948,-10.6,1.06,0,0,Winter,No Holiday,Yes
2017-12-09,2017-12-09T15:00:00Z,9,15,569,5.2,30,2,1963,-11,0.84,0,0,Winter,No Holiday,Yes
